x,y
26,77
22,73
36,77
29,55
18,66
10,88
7,94
34,58
25,50
38,50
55,55
40,59
43,61
36,59
33,60
44,50
47,63
48,50
35,66
28,67
36,76
85,48
7,25
4,59
12,43
43,84
33,75
21,60
23,72
19,72
14,82
4,60
10,81
21,80
69,50
67,52
56,61
42,46
10,73
4,58
6,69
19,55
37,62
37,28
45,67
40,53
39,79
26,69
48,56
37,58
39,45
34,72
35,70
37,61
4,61
52,61
36,69
30,78
38,71
61,50
57,57
13,41
23,82
42,40
43,63
51,82
23,69
8,91
5,93
6,91
35,70
33,73
31,69
7,61
4,92
2,91
4,61
20,62
21,67
24,64
89,55
4,60
13,77
25,89
31,92
15,69
59,45
20,71
12,88
19,73
22,77
51,73
9,49
54,63
47,70
23,91
10,62
41,65
40,62
