x,y
59,8
18,45
33,13
37,9
40,10
57,3
26,26
38,14
29,9
38,3
51,19
44,18
36,36
43,8
41,7
33,23
35,30
26,5
24,21
73,4
23,24
46,6
60,28
27,11
34,0
57,11
72,14
7,26
6,44
38,9
58,36
57,29
13,0
16,4
78,0
68,19
67,10
10,54
27,7
26,15
73,37
69,0
88,11
47,23
45,25
72,56
73,21
83,6
42,27
67,24
70,20
99,0
56,40
60,43
94,29
13,36
13,35
82,0
55,5
93,0
83,6
52,0
68,18
64,17
37,11
69,6
66,7
60,10
26,4
53,0
27,9
31,5
13,36
58,6
46,7
32,7
39,62
35,81
22,31
64,0
37,0
28,14
20,4
23,0
14,9
69,25
73,55
11,11
11,11
80,10
