x,y
38,95
36,91
27,60
18,37
14,47
55,40
55,39
11,57
23,39
49,50
59,30
32,45
30,37
35,37
35,27
36,30
27,33
54,54
40,73
36,50
38,59
57,45
55,43
53,23
32,76
70,66
66,67
66,59
75,88
63,76
56,57
94,25
85,14
45,46
45,46
56,66
68,69
69,91
30,58
71,94
58,63
62,63
65,56
38,62
38,65
57,50
65,66
32,82
20,67
32,62
32,41
40,59
66,63
50,49
39,45
48,50
52,39
47,41
43,40
36,32
46,34
65,79
63,72
66,78
44,74
51,72
46,67
71,46
28,62
64,49
35,59
35,59
37,50
42,33
38,53
40,35
18,54
52,48
64,81
54,62
55,62
69,41
57,44
57,43
52,30
59,35
46,53
45,53
46,62
27,75
69,70
43,48
58,50
64,52
14,71
74,29
61,84
56,48
46,46
73,81
68,82
37,43
83,77
58,81
35,65
25,91
25,92
