x,y
30,93
29,96
14,94
8,84
27,67
24,82
4,73
5,74
15,73
15,73
55,100
57,77
53,78
23,90
30,88
30,76
56,79
46,68
29,92
30,83
23,82
44,89
62,84
72,93
57,86
55,92
33,69
63,73
30,75
33,82
30,78
15,100
17,95
55,79
81,49
68,83
76,68
73,87
74,84
65,93
43,81
46,78
26,85
27,86
70,100
55,89
74,100
60,94
35,82
63,94
31,74
40,58
39,51
52,72
62,91
55,91
90,100
86,100
75,100
66,94
56,92
25,82
13,72
39,70
32,77
96,71
94,92
53,56
40,71
54,73
48,66
47,74
56,83
83,97
20,90
69,83
32,100
49,96
44,69
59,86
38,70
45,81
31,70
57,78
55,88
52,82
8,55
55,69
44,72
44,85
36,97
38,95
34,87
97,75
