Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating
12436410,Home,Mark Flekken,G,1,194,Netherlands,739929600,False,61,37,6.2
12436410,Home,Mads Roerslev,D,5,184,Denmark,930182400,False,38,31,6.3
12436410,Home,Nathan Collins,D,22,193,Ireland,988588800,False,67,61,6.7
12436410,Home,Sepp van den Berg,D,4,192,Netherlands,1008806400,False,45,38,7.3
12436410,Home,Keane Lewis-Potter,F,23,170,England,982800000,False,41,33,6.7
12436410,Home,Vitaly Janelt,M,27,184,Germany,894758400,False,27,23,6.5
12436410,Home,Christian Nørgaard,M,6,185,Denmark,763257600,False,30,23,6.2
12436410,Home,Yehor Yarmolyuk,M,18,180,Ukraine,1078099200,False,38,34,6.9
12436410,Home,Mikkel Damsgaard,M,24,180,Denmark,962582400,False,45,38,6.7
12436410,Home,Bryan Mbeumo,F,19,173,Cameroon,933984000,False,22,17,7.3
12436410,Home,Yoane Wissa,F,11,176,DR Congo,841708800,False,12,11,6.4
12436410,Home,Kim Ji-Soo,D,36,192,South Korea,1103846400,True,21,20,6.5
12436410,Home,Mathias Jensen,M,8,180,Denmark,820454400,True,18,15,6.8
12436410,Home,Edmond-Paris Maghoma,M,32,178,England,989280000,True,15,14,6.5
12436410,Home,Kevin Schade,F,7,183,Germany,1006819200,True,5,4,6.3
12436410,Home,Hákon Rafn Valdimarsson,G,12,195,Iceland,1002931200,True,Unknown,Unknown,Unknown
12436410,Home,Benjamin Arthur,D,43,Unknown,England,1128816000,True,Unknown,Unknown,Unknown
12436410,Home,Jayden Meghoma,M,3,176,England,1151452800,True,Unknown,Unknown,Unknown
12436410,Home,Yunus Konak,M,26,181,Türkiye,1136851200,True,Unknown,Unknown,Unknown
12436410,Home,Tony Yogane,F,30,178,England,1127520000,True,Unknown,Unknown,Unknown
12436410,Away,David Raya,G,22,183,Spain,811123200,False,28,15,6.5
12436410,Away,Jurriën Timber,D,12,179,Netherlands,992736000,False,38,32,6.8
12436410,Away,William Saliba,D,2,193,France,985392000,False,67,62,6.8
12436410,Away,Gabriel Magalhães,D,6,190,Brazil,882489600,False,45,42,7.2
12436410,Away,Riccardo Calafiori,D,33,188,Italy,1021766400,False,38,30,7.1
12436410,Away,Martin Ødegaard,M,8,178,Norway,913852800,False,53,48,7.2
12436410,Away,Thomas Partey,M,5,185,Ghana,739929600,False,61,51,7.4
12436410,Away,Mikel Merino,M,23,188,Spain,835401600,False,40,32,8
12436410,Away,Ethan Nwaneri,F,53,176,England,1174435200,False,24,22,7.1
12436410,Away,Gabriel Jesus,F,9,175,Brazil,860025600,False,32,25,8.1
12436410,Away,Gabriel Martinelli,F,11,180,Brazil,992822400,False,22,16,8
12436410,Away,Myles Lewis-Skelly,M,49,178,England,1159228800,True,3,3,6.6
12436410,Away,Declan Rice,M,41,188,England,916272000,True,3,3,6.4
12436410,Away,Leandro Trossard,F,19,172,Belgium,786499200,True,4,3,6.4
12436410,Away,Jorginho,M,20,180,Italy,693187200,True,5,3,Unknown
12436410,Away,Oleksandr Zinchenko,D,17,175,Ukraine,850608000,True,2,1,Unknown
12436410,Away,Neto,G,32,190,Brazil,616809600,True,Unknown,Unknown,Unknown
12436410,Away,Jakub Kiwior,D,15,189,Poland,950572800,True,Unknown,Unknown,Unknown
12436410,Away,Kieran Tierney,D,3,178,Scotland,865468800,True,Unknown,Unknown,Unknown
12436410,Away,Ismeal Kabia,F,46,176,Netherlands,1134172800,True,Unknown,Unknown,Unknown
