Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating,AverageX,AverageY
12436517,Home,Jordan Pickford,G,1,185,England,762998400,False,40,27,7.2,Unknown,Unknown
12436517,Home,Ashley Young,D,18,180,England,489715200,False,33,21,6.1,Unknown,Unknown
12436517,Home,James Tarkowski,D,6,185,England,722131200,False,69,53,7.3,Unknown,Unknown
12436517,Home,Jarrad Branthwaite,D,32,195,England,1025136000,False,64,53,7,Unknown,Unknown
12436517,Home,Vitaliy Mykolenko,D,19,180,Ukraine,927936000,False,31,24,7,Unknown,Unknown
12436517,Home,Orel Mangala,M,8,178,Belgium,890179200,False,58,54,7.1,Unknown,Unknown
12436517,Home,Idrissa Gueye,M,27,174,Senegal,622771200,False,30,24,6.8,Unknown,Unknown
12436517,Home,Abdoulaye Doucouré,M,16,182,Mali,725846400,False,46,39,6.3,Unknown,Unknown
12436517,Home,Jack Harrison,M,11,175,England,848448000,False,17,9,6.7,Unknown,Unknown
12436517,Home,Armando Broja,F,22,191,Albania,1000080000,False,17,13,6.7,Unknown,Unknown
12436517,Home,Iliman Ndiaye,F,10,180,Senegal,952300800,False,39,38,7.1,Unknown,Unknown
12436517,Home,Jesper Lindstrøm,M,29,182,Denmark,951782400,True,13,13,6.5,Unknown,Unknown
12436517,Home,Nathan Patterson,D,2,189,Scotland,1003190400,True,16,15,7,Unknown,Unknown
12436517,Home,Dominic Calvert-Lewin,F,9,187,England,858470400,True,8,7,7.1,Unknown,Unknown
12436517,Home,Beto,F,14,194,Guinea-Bissau,886204800,True,3,1,7,Unknown,Unknown
12436517,Home,João Virgínia,G,12,191,Portugal,939513600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Home,Michael Keane,D,5,188,England,726710400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Home,Jake O'Brien,D,15,197,Ireland,989884800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Home,Harrison Armstrong,M,28,185,England,1169164800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Home,Youssef Chermiti,F,17,192,Portugal,1085356800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Away,Matz Sels,G,26,188,Belgium,699062400,False,28,15,7.6,Unknown,Unknown
12436517,Away,Ola Aina,D,34,182,Nigeria,844732800,False,25,17,7,Unknown,Unknown
12436517,Away,Nikola Milenković,D,31,195,Serbia,876614400,False,18,11,6.9,Unknown,Unknown
12436517,Away,Morato,D,4,190,Brazil,993859200,False,29,17,7.2,Unknown,Unknown
12436517,Away,Neco Williams,D,7,183,Wales,987120000,False,33,19,6.9,Unknown,Unknown
12436517,Away,Nicolás Domínguez,M,16,179,Argentina,898992000,False,26,22,7,Unknown,Unknown
12436517,Away,Elliot Anderson,M,8,175,England,1036540800,False,42,29,6.5,Unknown,Unknown
12436517,Away,Anthony Elanga,M,21,178,Sweden,1019865600,False,21,17,7.3,Unknown,Unknown
12436517,Away,Morgan Gibbs-White,M,10,171,England,948931200,False,26,21,7.9,Unknown,Unknown
12436517,Away,Ramón Sosa,F,24,178,Paraguay,936057600,False,11,8,6.9,Unknown,Unknown
12436517,Away,Chris Wood,F,11,191,New Zealand,692064000,False,14,9,7.6,Unknown,Unknown
12436517,Away,Willy Boly,D,30,195,Côte d'Ivoire,665539200,True,1,Unknown,6.5,Unknown,Unknown
12436517,Away,Taiwo Awoniyi,F,9,183,Nigeria,871344000,True,5,4,6.2,Unknown,Unknown
12436517,Away,Jota Silva,F,20,179,Portugal,933465600,True,4,3,6.8,Unknown,Unknown
12436517,Away,Harry Toffolo,D,15,183,England,808790400,True,3,2,6.7,Unknown,Unknown
12436517,Away,James Ward-Prowse,M,8,177,England,783648000,True,2,2,6.4,Unknown,Unknown
12436517,Away,Carlos Miguel,G,33,204,Brazil,907891200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Away,Zach Abbott,D,4,Unknown,England,1147478400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436517,Away,Eric da Silva Moreira,M,2,185,Germany,1146614400,True,Unknown,Unknown,Unknown,Unknown,Unknown
