x,y
41,96
34,100
31,96
72,79
85,87
50,100
89,82
83,100
88,96
29,69
29,69
30,67
61,83
61,83
74,92
34,76
47,86
9,72
70,78
85,86
75,77
78,64
91,40
44,55
61,52
70,91
75,100
77,96
85,67
94,64
67,93
77,88
83,91
69,90
68,88
75,89
65,94
75,92
70,94
91,32
92,31
27,91
33,95
35,100
35,97
58,87
57,82
73,93
26,95
77,75
47,87
22,94
10,83
68,85
36,100
65,96
61,100
8,76
7,72
19,100
26,94
50,92
61,93
41,83
8,70
3,60
34,100
4,75
3,72
52,100
55,92
86,76
20,64
68,95
80,0
40,29
43,37
52,46
37,96
90,100
81,100
33,91
3,94
64,91
61,90
