x,y
52,77
48,44
50,43
29,47
30,91
3,81
70,57
63,62
79,85
33,94
6,66
6,67
3,59
1,60
67,65
76,82
82,71
88,65
99,0
90,4
48,70
52,80
62,81
58,86
57,83
52,77
66,17
91,9
99,0
42,89
40,83
32,78
36,75
43,76
43,69
69,58
74,38
67,95
35,79
58,73
78,86
12,95
24,92
46,100
29,94
19,97
17,97
38,73
4,53
63,66
42,90
24,84
17,86
2,87
4,86
3,59
99,0
78,16
78,34
75,37
59,64
34,87
22,92
19,96
27,95
81,91
4,59
18,93
43,90
43,74
43,74
42,78
39,72
45,78
35,85
14,89
18,93
25,100
37,83
30,87
49,100
45,92
34,75
28,79
52,95
19,97
18,85
23,94
22,83
78,65
78,69
