x,y
34,44
36,38
46,48
46,33
60,5
60,5
67,9
52,81
54,69
41,51
18,23
76,32
52,53
74,29
43,24
42,24
65,68
57,65
73,62
42,60
36,45
61,30
45,48
57,19
63,65
76,9
68,13
30,56
46,41
32,47
67,63
54,16
58,23
35,42
43,46
63,64
32,65
31,59
41,65
64,52
79,48
62,5
36,59
73,24
44,42
70,41
53,51
33,24
38,21
43,48
35,49
55,53
71,32
72,36
65,89
55,29
24,81
56,31
62,24
61,29
59,59
45,53
56,64
57,66
60,80
72,71
74,36
76,28
72,48
70,49
65,33
77,54
76,49
71,31
60,50
70,43
18,49
29,51
54,39
50,38
83,0
65,23
77,26
70,47
44,51
73,60
65,52
55,29
68,39
69,82
68,64
68,66
62,41
75,52
53,64
44,73
71,42
65,39
36,38
64,47
62,37
71,61
63,44
61,36
95,100
