x,y
22,11
15,48
23,50
21,53
41,37
45,52
24,31
24,32
24,33
44,53
4,6
28,30
34,65
34,66
0,32
9,38
29,59
51,53
29,52
34,53
55,51
46,47
46,51
9,28
23,35
26,24
28,54
29,65
42,66
30,61
36,30
51,47
52,35
14,42
26,49
27,46
53,56
70,85
53,32
36,42
40,33
15,39
13,43
30,30
28,37
91,54
90,51
82,51
82,53
92,35
46,59
4,48
30,58
52,53
58,39
50,55
86,46
28,57
28,59
3,46
4,46
44,53
53,44
47,53
26,46
32,50
38,56
46,48
36,30
39,40
42,31
63,38
53,56
39,43
41,36
45,29
62,39
55,7
48,31
48,36
33,36
61,28
44,28
47,17
23,33
57,26
59,30
62,29
21,34
38,28
39,33
37,57
46,35
27,20
24,13
