x,y
62,22
84,21
66,32
58,18
50,49
55,41
54,40
70,27
63,26
23,51
59,34
69,19
42,10
42,10
88,24
12,57
65,68
46,10
40,27
95,45
95,45
56,6
61,27
78,36
40,5
36,6
9,55
63,15
64,29
64,29
71,34
46,6
72,30
72,39
76,34
71,33
35,28
36,3
48,47
49,50
64,22
97,27
81,44
60,83
67,45
62,61
18,54
15,54
53,54
78,66
66,57
65,26
70,23
94,36
99,40
71,48
45,43
15,5
25,10
60,12
45,2
77,20
52,38
77,36
75,31
94,32
66,4
74,10
65,28
58,16
62,12
22,28
34,31
47,45
47,45
77,24
76,44
90,43
65,68
80,43
75,70
70,69
72,64
72,72
79,63
95,47
75,37
45,22
44,22
67,39
67,43
65,83
43,0
63,33
74,47
68,48
