Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating
12436961,Home,Arijanet Murić,G,1,198,Kosovo,910396800,False,45,39,7.2
12436961,Home,Harry Clarke,D,18,178,England,983491200,False,64,58,7.4
12436961,Home,Dara O'Shea,D,26,188,Ireland,920505600,False,85,74,7.1
12436961,Home,Jacob Greaves,D,24,193,England,968716800,False,80,65,7.6
12436961,Home,Leif Davis,D,3,182,England,946598400,False,42,32,7.2
12436961,Home,Sam Morsy,M,5,175,Egypt,684460800,False,66,57,7
12436961,Home,Jens Cajuste,M,12,188,Sweden,934243200,False,32,28,6.8
12436961,Home,Wes Burns,M,21,173,Wales,784684800,False,13,8,6.7
12436961,Home,Omari Hutchinson,M,20,174,England,1067385600,False,25,18,6.4
12436961,Home,Jack Clarke,M,47,181,England,974937600,False,23,20,6.8
12436961,Home,Liam Delap,F,19,186,England,1044662400,False,13,6,6.7
12436961,Home,Jack Taylor,M,14,185,Ireland,898560000,True,19,17,6.7
12436961,Home,Conor Chaplin,M,10,170,England,856051200,True,9,8,6.6
12436961,Home,Nathan Broadhead,M,33,178,Wales,891734400,True,8,7,6.7
12436961,Home,Ali Al-Hamadi,F,9,187,Iraq,1014940800,True,2,2,6.7
12436961,Home,Christian Walton,G,28,196,England,815875200,True,Unknown,Unknown,Unknown
12436961,Home,Ben Johnson,D,18,182,England,948672000,True,Unknown,Unknown,Unknown
12436961,Home,Conor Townsend,D,22,168,England,731203200,True,Unknown,Unknown,Unknown
12436961,Home,Kalvin Phillips,M,8,177,England,817862400,True,Unknown,Unknown,Unknown
12436961,Home,Sammie Szmodics,M,23,168,Ireland,811900800,True,Unknown,Unknown,Unknown
12436961,Away,Dean Henderson,G,1,188,England,858124800,False,38,19,7.3
12436961,Away,Trevoh Chalobah,D,23,190,England,931132800,False,40,32,6.4
12436961,Away,Maxence Lacroix,D,5,192,France,954979200,False,55,44,7.1
12436961,Away,Marc Guéhi,D,5,182,England,963446400,False,70,59,7.4
12436961,Away,Daniel Muñoz,M,23,183,Colombia,833068800,False,39,31,6.7
12436961,Away,Will Hughes,M,19,185,England,798076800,False,42,37,6.7
12436961,Away,Cheick Doucouré,M,28,181,Mali,947289600,False,18,17,6.5
12436961,Away,Tyrick Mitchell,M,3,174,England,936144000,False,25,23,7.3
12436961,Away,Ismaïla Sarr,F,23,185,Senegal,888364800,False,25,21,6.7
12436961,Away,Eberechi Eze,F,10,178,England,899078400,False,38,30,7.2
12436961,Away,Jean-Philippe Mateta,F,14,192,France,867456000,False,15,10,7.6
12436961,Away,Jefferson Lerma,M,8,179,Colombia,783043200,True,22,20,6.9
12436961,Away,Justin Devenny,M,55,184,Northern Ireland,1065830400,True,7,6,6.7
12436961,Away,Chris Richards,D,26,188,USA,954201600,True,5,5,6.6
12436961,Away,Edward Nketiah,F,9,175,England,928022400,True,1,Unknown,Unknown
12436961,Away,Matt Turner,G,30,190,USA,772416000,True,Unknown,Unknown,Unknown
12436961,Away,Joel Ward,D,2,188,England,625622400,True,Unknown,Unknown,Unknown
12436961,Away,Nathaniel Clyne,D,17,175,England,670809600,True,Unknown,Unknown,Unknown
12436961,Away,Caleb Kporha,D,58,Unknown,England,1152921600,True,Unknown,Unknown,Unknown
12436961,Away,Jeffrey Schlupp,M,15,178,Ghana,725068800,True,Unknown,Unknown,Unknown
