x,y
21,28
10,83
9,47
33,39
56,62
44,67
43,79
56,93
19,60
14,76
61,93
56,66
42,74
8,46
4,49
33,41
33,58
39,24
39,25
29,81
4,86
3,87
31,64
13,63
46,78
47,58
65,75
14,89
55,71
37,62
19,76
30,36
29,43
67,71
65,83
63,67
66,75
52,55
37,66
69,46
54,60
42,66
60,69
30,44
26,56
35,93
29,94
22,72
20,72
29,68
23,74
19,82
20,85
19,60
16,33
34,57
7,59
68,73
59,83
60,72
70,68
42,51
39,89
45,53
30,57
22,56
56,32
78,83
75,77
20,44
11,80
51,73
66,62
12,68
7,59
29,80
13,69
61,85
36,88
61,74
18,88
23,71
52,67
45,55
30,66
40,31
37,75
36,72
25,78
46,84
44,82
