name,home,away,period,groupName
Ball possession,52%,48%,ALL,Match overview
Expected goals,1.11,1.98,ALL,Match overview
Big chances,1,3,ALL,Match overview
Total shots,11,16,ALL,Match overview
Goalkeeper saves,6,4,ALL,Match overview
Corner kicks,1,7,ALL,Match overview
Fouls,7,16,ALL,Match overview
Passes,485,439,ALL,Match overview
Tackles,26,12,ALL,Match overview
Free kicks,16,7,ALL,Match overview
Yellow cards,1,3,ALL,Match overview
Total shots,11,16,ALL,Shots
Shots on target,6,9,ALL,Shots
Hit woodwork,0,0,ALL,Shots
Shots off target,3,6,ALL,Shots
Blocked shots,2,1,ALL,Shots
Shots inside box,8,12,ALL,Shots
Shots outside box,3,4,ALL,Shots
Big chances scored,1,2,ALL,Attack
Big chances missed,0,1,ALL,Attack
Through balls,0,1,ALL,Attack
Touches in penalty area,21,31,ALL,Attack
Fouled in final third,1,2,ALL,Attack
Accurate passes,387,348,ALL,Passes
Throw-ins,22,29,ALL,Passes
Final third entries,52,70,ALL,Passes
Final third phase,79/115 (69%),92/140 (66%),ALL,Passes
Long balls,24/57 (42%),20/59 (34%),ALL,Passes
Crosses,6/15 (40%),6/25 (24%),ALL,Passes
Duels,56%,44%,ALL,Duels
Dispossessed,8,14,ALL,Duels
Ground duels,52/78 (67%),26/78 (33%),ALL,Duels
Aerial duels,15/41 (37%),26/41 (63%),ALL,Duels
Dribbles,10/14 (71%),8/20 (40%),ALL,Duels
Tackles won,54%,67%,ALL,Defending
Total tackles,26,12,ALL,Defending
Interceptions,11,9,ALL,Defending
Recoveries,53,57,ALL,Defending
Clearances,31,22,ALL,Defending
Errors lead to a shot,1,0,ALL,Defending
Errors lead to a goal,1,0,ALL,Defending
Total saves,6,4,ALL,Goalkeeping
Goals prevented,0.44,0.42,ALL,Goalkeeping
Big saves,1,1,ALL,Goalkeeping
High claims,0,1,ALL,Goalkeeping
Punches,1,0,ALL,Goalkeeping
Goal kicks,6,7,ALL,Goalkeeping
Ball possession,47%,53%,1ST,Match overview
Expected goals,0.23,1.23,1ST,Match overview
Big chances,1,1,1ST,Match overview
Total shots,4,9,1ST,Match overview
Goalkeeper saves,3,2,1ST,Match overview
Corner kicks,1,6,1ST,Match overview
Passes,229,248,1ST,Match overview
Tackles,9,6,1ST,Match overview
Free kicks,6,2,1ST,Match overview
Yellow cards,0,2,1ST,Match overview
Total shots,4,9,1ST,Shots
Shots on target,3,4,1ST,Shots
Hit woodwork,0,0,1ST,Shots
Shots off target,1,4,1ST,Shots
Blocked shots,0,1,1ST,Shots
Shots inside box,3,8,1ST,Shots
Shots outside box,1,1,1ST,Shots
Big chances scored,1,0,1ST,Attack
Big chances missed,0,1,1ST,Attack
Through balls,0,0,1ST,Attack
Fouled in final third,0,0,1ST,Attack
Accurate passes,179,207,1ST,Passes
Throw-ins,14,13,1ST,Passes
Final third entries,22,33,1ST,Passes
Long balls,11/27 (41%),12/29 (41%),1ST,Passes
Crosses,1/5 (20%),5/18 (28%),1ST,Passes
Duels,55%,45%,1ST,Duels
Dispossessed,4,4,1ST,Duels
Ground duels,20/33 (61%),13/33 (39%),1ST,Duels
Aerial duels,9/20 (45%),11/20 (55%),1ST,Duels
Dribbles,5/7 (71%),5/10 (50%),1ST,Duels
Tackles won,78%,50%,1ST,Defending
Total tackles,9,6,1ST,Defending
Interceptions,3,3,1ST,Defending
Recoveries,25,29,1ST,Defending
Clearances,18,10,1ST,Defending
Total saves,3,2,1ST,Goalkeeping
Goal kicks,5,3,1ST,Goalkeeping
Ball possession,58%,42%,2ND,Match overview
Expected goals,0.88,0.76,2ND,Match overview
Big chances,0,2,2ND,Match overview
Total shots,7,7,2ND,Match overview
Goalkeeper saves,3,2,2ND,Match overview
Corner kicks,0,1,2ND,Match overview
Passes,256,191,2ND,Match overview
Tackles,17,6,2ND,Match overview
Free kicks,10,5,2ND,Match overview
Yellow cards,1,1,2ND,Match overview
Total shots,7,7,2ND,Shots
Shots on target,3,5,2ND,Shots
Hit woodwork,0,0,2ND,Shots
Shots off target,2,2,2ND,Shots
Blocked shots,2,0,2ND,Shots
Shots inside box,5,4,2ND,Shots
Shots outside box,2,3,2ND,Shots
Big chances scored,0,2,2ND,Attack
Big chances missed,0,0,2ND,Attack
Through balls,0,1,2ND,Attack
Fouled in final third,1,2,2ND,Attack
Accurate passes,208,141,2ND,Passes
Throw-ins,8,16,2ND,Passes
Final third entries,30,37,2ND,Passes
Long balls,13/30 (43%),8/30 (27%),2ND,Passes
Crosses,5/10 (50%),1/7 (14%),2ND,Passes
Duels,58%,42%,2ND,Duels
Dispossessed,4,10,2ND,Duels
Ground duels,32/45 (71%),13/45 (29%),2ND,Duels
Aerial duels,6/21 (29%),15/21 (71%),2ND,Duels
Dribbles,5/7 (71%),3/10 (30%),2ND,Duels
Tackles won,41%,83%,2ND,Defending
Total tackles,17,6,2ND,Defending
Interceptions,8,6,2ND,Defending
Recoveries,28,28,2ND,Defending
Clearances,13,12,2ND,Defending
Total saves,3,2,2ND,Goalkeeping
Goal kicks,1,4,2ND,Goalkeeping
