x,y
37,41
56,20
32,47
59,70
66,42
42,41
47,44
94,28
75,46
53,35
72,32
69,17
69,9
65,13
65,13
52,34
44,49
20,16
36,56
31,56
62,13
70,44
78,42
57,63
46,58
36,53
43,42
62,18
42,44
42,64
48,17
33,69
52,54
36,36
61,33
61,33
36,22
33,57
33,55
39,25
97,35
62,62
65,77
40,86
31,79
24,40
24,40
63,15
45,53
58,34
44,45
55,32
36,11
39,15
40,55
43,65
97,44
40,89
86,80
87,83
82,38
26,62
29,70
48,22
59,16
32,29
64,14
31,11
32,25
30,16
69,33
61,23
97,27
72,18
42,30
42,30
77,27
21,30
11,9
68,56
75,26
68,26
85,35
32,70
61,31
