x,y
27,52
27,52
44,28
17,60
39,34
29,38
59,38
58,32
16,16
46,32
53,20
57,27
59,40
35,37
33,45
11,34
16,27
5,32
9,18
53,39
7,22
13,10
38,32
46,14
39,24
29,33
28,36
24,21
64,13
44,10
34,9
26,25
44,22
45,41
37,39
44,32
26,16
38,20
19,36
46,43
47,31
13,57
13,57
23,33
36,72
14,74
4,54
37,33
15,5
32,14
31,14
39,37
37,26
13,37
11,34
34,29
39,20
12,50
7,22
31,20
41,34
24,13
60,37
9,42
19,13
20,22
19,23
28,30
35,27
25,10
23,25
66,31
55,25
53,13
54,13
38,28
13,66
36,39
40,37
19,36
21,40
62,19
32,20
27,24
