x,y
37,90
30,40
46,63
66,38
32,31
31,26
45,25
53,24
36,32
30,31
63,21
65,23
63,6
41,6
35,51
28,86
19,38
21,33
74,41
22,19
75,39
62,29
73,33
63,69
30,16
61,23
24,63
63,39
67,37
31,20
59,44
61,36
63,29
45,34
14,25
15,30
36,31
58,20
54,33
54,34
39,44
34,38
19,71
47,67
65,47
72,21
27,49
30,44
32,53
50,50
42,26
42,26
29,59
24,58
53,70
36,61
19,28
50,50
89,84
71,87
91,90
17,51
35,63
49,71
56,71
60,71
72,57
73,52
63,39
62,34
62,42
9,87
67,82
65,34
23,85
99,0
74,28
75,34
75,33
30,83
23,91
9,90
12,86
12,86
27,58
32,53
3,56
99,0
18,47
38,59
58,52
57,69
