x,y
39,33
7,73
46,62
90,0
24,73
28,69
27,68
64,44
27,19
21,30
38,44
4,61
2,83
22,73
31,66
28,40
36,44
35,34
33,32
85,0
52,48
22,76
3,40
3,41
41,64
13,49
3,60
65,76
40,50
33,32
81,100
11,56
7,57
4,59
5,85
4,58
4,58
7,47
8,44
2,44
75,82
37,92
54,47
66,51
60,56
13,74
95,52
31,79
13,60
9,60
2,77
46,41
41,67
5,54
4,53
3,42
37,61
39,68
25,85
42,76
37,69
3,42
33,66
41,70
38,73
36,68
49,59
41,90
25,93
37,75
37,69
37,67
15,49
15,49
57,62
23,65
39,40
47,51
46,51
30,51
40,63
55,46
44,49
29,35
5,67
15,64
52,66
56,53
3,25
3,25
38,62
58,56
45,46
43,48
68,24
34,66
39,65
25,61
16,88
59,13
26,57
