x,y
50,50
64,9
65,8
65,8
57,77
55,77
11,15
10,15
10,9
41,13
41,14
68,28
87,10
55,27
55,27
74,16
46,72
46,72
61,78
64,61
70,7
68,15
43,69
70,93
75,93
81,94
39,6
81,50
77,71
37,91
32,76
38,33
38,12
41,9
41,9
44,5
58,35
55,5
8,61
13,76
13,80
45,71
59,12
78,53
51,59
26,46
26,46
30,70
18,29
18,29
36,15
62,90
35,69
37,68
37,69
36,65
37,66
21,77
30,88
47,64
46,71
56,69
67,74
52,65
29,31
37,47
59,26
20,86
24,92
25,13
31,23
69,63
71,56
71,73
12,27
12,34
76,30
83,36
30,61
35,66
42,33
68,3
78,19
69,7
68,34
76,33
74,26
77,14
38,45
53,35
23,13
23,26
81,47
59,24
32,48
28,52
57,84
63,50
8,33
67,39
