x,y
21,22
17,11
18,30
23,26
34,40
16,10
16,19
13,25
24,17
5,26
44,47
42,39
63,24
60,26
66,24
22,39
26,23
19,13
28,12
26,14
22,12
25,30
30,24
39,17
56,15
36,11
22,8
22,6
19,12
7,13
7,13
59,14
42,24
41,28
38,33
29,40
24,26
38,18
66,24
84,51
17,13
13,14
23,40
28,74
23,58
42,21
58,8
59,10
45,10
27,21
24,53
27,48
18,29
31,27
28,34
22,11
31,21
31,21
31,21
21,33
31,32
19,15
31,46
62,27
65,29
67,29
70,33
38,20
22,27
22,25
22,17
25,25
25,25
16,16
25,33
29,24
28,37
25,38
21,33
26,27
38,39
29,34
3,38
27,30
28,64
27,29
19,25
13,39
13,39
7,41
3,42
35,39
9,43
10,23
12,16
43,10
24,49
31,28
31,30
38,25
32,24
32,30
35,17
28,15
11,35
41,33
29,38
20,48
47,23
23,33
24,31
22,44
24,40
67,21
12,38
27,26
28,28
23,32
8,28
33,33
33,34
7,24
37,30
31,28
