x,y
44,14
51,19
35,31
35,31
33,16
19,16
22,9
24,6
59,7
32,4
53,17
38,8
40,22
43,31
58,5
37,16
25,21
38,37
36,31
59,33
56,35
55,44
59,29
24,19
32,31
54,7
24,29
25,31
55,49
56,12
59,21
70,4
72,13
72,17
64,5
71,34
39,39
43,46
66,35
39,4
27,10
27,15
34,24
40,31
31,27
41,6
45,0
65,34
65,34
56,30
80,53
56,45
65,41
65,14
66,14
40,4
21,15
74,40
76,45
93,50
99,99
89,86
80,83
18,30
62,32
68,28
56,13
35,37
47,40
42,6
54,91
63,86
37,13
26,44
27,54
45,7
75,98
62,29
32,17
44,13
72,34
73,29
72,17
59,40
73,30
99,99
33,65
34,69
38,74
43,63
58,5
66,41
67,40
41,30
41,30
62,37
67,10
99,99
