x,y
49,50
42,84
53,45
32,81
67,86
58,72
55,87
52,88
56,72
66,78
69,89
32,69
29,71
91,78
55,80
66,77
68,77
69,77
70,73
87,77
49,50
39,73
58,30
66,79
27,91
34,77
57,79
56,94
34,100
68,92
23,95
23,95
36,65
80,80
59,92
55,79
58,80
56,89
64,72
67,66
87,82
90,86
77,94
42,86
56,90
76,68
63,95
75,100
36,85
34,85
31,85
24,26
40,83
37,92
32,89
79,39
58,97
55,72
41,73
31,88
91,82
41,95
57,93
76,82
78,80
34,84
39,95
44,82
67,92
34,95
58,93
42,54
12,28
31,3
31,3
71,91
58,68
54,80
67,82
69,95
55,79
57,74
17,56
48,78
66,79
40,83
57,89
75,89
94,90
59,14
54,79
64,5
83,16
