x,y
83,94
69,98
84,92
95,82
84,95
78,95
63,88
63,88
72,76
76,70
77,92
79,94
80,89
74,95
98,70
86,89
63,95
74,91
20,58
86,90
88,82
82,95
95,82
95,71
37,89
56,71
86,88
68,100
78,93
82,85
95,69
95,71
95,68
99,99
89,82
88,77
99,99
92,51
68,77
82,100
74,94
84,88
93,76
60,27
93,27
69,17
99,99
76,96
78,94
81,100
87,88
89,80
86,91
83,94
85,88
78,94
85,86
74,92
77,16
84,93
86,92
88,94
85,90
56,96
73,42
84,91
88,90
86,40
18,68
93,73
96,69
52,56
92,90
78,95
93,89
93,89
63,90
85,82
99,99
86,93
99,99
78,95
78,77
57,86
84,95
48,74
14,89
16,94
86,90
