x,y
23,61
26,68
27,68
27,68
4,61
24,68
30,72
24,71
25,94
35,65
29,70
29,52
45,61
25,63
25,63
28,88
20,88
35,56
8,92
42,53
68,81
24,71
19,65
3,61
3,68
18,82
31,61
27,62
46,56
42,66
30,64
51,60
5,61
36,51
42,47
23,71
31,30
27,74
26,75
25,62
51,85
5,61
22,59
22,63
35,61
26,39
33,71
31,79
27,74
24,40
56,60
57,77
54,68
51,69
71,71
36,67
36,67
52,74
53,69
52,32
56,67
24,53
16,65
16,87
38,85
45,92
43,83
34,73
43,62
54,60
54,60
23,68
23,68
18,62
14,62
14,69
21,64
41,69
42,70
20,61
25,72
28,55
54,88
45,92
4,42
4,61
4,61
8,85
7,42
20,32
53,44
93,68
59,32
39,25
34,16
29,15
34,29
6,57
5,59
5,45
11,37
3,38
11,65
12,62
18,22
32,41
29,33
54,58
32,77
43,92
19,24
31,11
37,17
57,31
62,30
34,45
34,45
42,48
31,18
62,31
34,25
41,29
49,13
63,5
55,23
40,33
27,35
24,41
39,30
42,15
58,10
44,13
64,36
70,27
29,28
29,29
