x,y
33,79
33,79
31,23
31,22
33,21
33,23
26,17
72,30
65,36
40,70
40,70
64,51
68,28
71,37
50,51
70,27
64,19
54,50
32,48
42,65
47,33
52,57
47,34
30,62
37,6
29,19
29,19
29,20
73,18
74,18
74,21
55,56
39,39
61,37
35,58
33,72
53,34
28,46
34,39
59,29
59,24
75,33
70,24
66,64
45,74
46,53
63,65
60,43
73,27
79,29
72,13
65,29
31,22
32,16
40,15
20,52
31,40
36,36
66,69
32,16
33,10
40,10
41,10
19,47
24,59
26,62
32,61
70,62
20,19
17,18
65,60
66,34
68,66
68,70
73,72
35,59
63,20
66,20
31,27
53,30
59,34
77,43
56,29
39,10
33,4
80,91
68,62
69,77
26,50
64,54
65,66
73,53
60,18
71,44
72,27
70,32
61,13
60,12
60,27
77,32
75,8
33,43
65,36
66,43
64,23
64,35
