x,y
7,52
9,87
11,81
33,80
32,76
36,54
37,55
36,54
30,88
9,84
28,65
28,65
15,76
27,95
14,93
50,96
22,86
12,87
14,89
17,96
24,91
18,92
30,87
62,90
61,92
39,95
32,86
31,86
11,52
52,79
54,78
46,60
31,78
34,96
33,91
9,77
12,82
12,83
37,65
53,92
51,84
57,69
31,66
37,84
32,81
73,77
74,66
38,64
36,67
37,88
36,89
31,76
67,60
44,77
44,73
9,77
7,80
44,89
36,15
32,19
32,19
4,86
14,74
24,83
24,78
43,89
44,91
39,88
18,89
13,95
12,98
27,97
8,48
3,77
2,83
50,88
48,90
34,96
43,96
43,68
39,70
36,50
22,78
20,86
20,86
35,97
24,66
11,87
10,83
38,84
37,81
6,51
22,73
30,55
8,96
8,97
22,78
53,72
45,56
70,84
46,54
56,73
45,68
53,59
64,94
65,95
66,92
11,45
44,69
34,74
64,95
4,33
14,20
15,94
26,95
46,95
4,67
4,73
37,77
45,64
