x,y
72,93
57,21
56,6
70,19
78,24
57,91
82,86
39,95
68,83
68,83
91,17
87,21
84,18
61,96
65,96
55,85
62,31
71,78
79,72
42,69
40,78
47,75
58,89
46,83
46,83
47,77
48,75
57,75
8,76
23,90
26,96
31,53
27,52
28,48
65,5
67,14
72,23
40,40
40,40
37,80
30,55
94,33
39,96
27,67
27,71
26,76
62,77
41,77
55,68
68,73
20,70
20,70
20,95
54,97
61,95
34,98
23,74
30,92
99,0
70,5
73,12
40,70
38,90
35,96
41,70
73,27
70,30
65,35
75,27
39,80
74,71
72,71
31,95
43,95
40,95
12,85
42,96
55,96
63,98
3,57
38,79
89,79
29,50
74,44
53,51
43,67
34,42
32,32
28,21
55,83
33,79
35,96
34,97
22,66
