x,y
38,78
15,82
43,89
2,35
2,33
41,72
80,43
10,69
24,90
45,39
37,44
40,38
32,66
19,70
37,61
62,73
55,69
37,68
57,52
39,96
39,96
47,66
87,50
27,65
21,74
30,60
12,70
26,88
20,67
38,81
43,84
58,71
66,72
37,24
35,25
61,39
46,56
35,56
42,73
36,78
46,57
14,51
14,51
29,56
27,58
30,79
24,73
31,66
33,35
49,74
9,52
11,51
42,84
51,76
54,54
1,68
0,74
9,45
26,58
59,59
66,78
32,45
66,61
67,75
69,84
68,69
69,79
33,52
35,64
31,63
30,63
22,80
76,57
63,90
5,70
45,65
61,64
56,64
56,83
64,70
72,76
71,79
69,82
34,84
67,58
70,71
40,60
52,69
