x,y
24,88
53,93
65,84
77,95
69,96
61,100
56,96
69,96
7,51
44,95
43,94
46,95
43,95
59,96
31,90
28,89
32,88
66,94
71,77
87,92
76,95
61,100
72,95
84,95
71,96
75,89
40,88
40,87
56,96
67,86
86,96
73,84
61,94
37,56
88,94
42,97
12,88
32,97
65,89
67,100
76,87
90,94
45,73
54,93
39,100
1,53
7,94
35,91
21,88
62,91
90,79
70,93
9,49
40,31
71,93
71,91
60,94
86,80
98,38
33,82
23,90
26,95
21,61
38,84
44,77
12,36
14,74
14,74
57,62
37,0
34,12
38,7
82,24
26,38
29,40
58,16
10,4
11,4
8,18
11,18
27,4
13,25
65,43
43,15
41,10
