x,y
36,0
75,8
74,2
75,2
32,8
27,5
23,2
31,0
58,21
57,3
24,16
59,5
81,11
46,14
81,6
11,26
59,36
69,15
81,23
42,5
41,0
47,5
66,3
62,7
59,9
56,4
59,6
56,7
72,30
72,25
81,16
56,2
55,14
80,33
62,10
56,3
60,0
57,1
63,2
86,4
6,18
6,17
78,17
45,51
52,59
63,16
79,11
88,12
71,10
73,9
83,13
55,0
68,8
73,31
67,27
36,3
78,22
70,10
54,1
34,10
35,9
35,9
49,3
52,8
81,15
70,21
79,29
96,25
64,12
71,20
64,8
60,28
75,16
98,18
67,0
68,17
75,23
86,11
90,12
30,24
30,23
36,26
36,26
67,45
67,45
13,25
12,4
10,9
41,31
57,11
59,13
32,33
33,42
19,35
19,35
