x,y
59,13
74,47
66,11
64,19
81,34
64,27
95,14
30,13
32,15
31,13
52,7
57,12
61,16
51,28
40,11
72,46
90,87
33,13
91,11
90,13
95,13
99,0
70,7
47,43
64,22
58,21
64,6
61,9
76,29
62,49
69,44
93,68
92,84
89,12
61,48
60,32
42,25
75,41
77,53
51,64
91,50
91,49
76,13
86,39
50,49
41,18
49,50
55,13
19,60
46,53
69,33
75,35
37,27
43,26
70,43
73,32
71,40
74,34
89,34
90,34
99,0
77,67
57,32
99,0
87,14
64,26
72,31
64,58
63,56
70,41
70,31
99,0
73,38
81,37
88,38
91,33
95,39
99,0
86,13
58,32
80,39
97,13
90,8
75,49
73,16
74,41
13,32
