name,home,away,period,groupName
Ball possession,65%,35%,ALL,Match overview
Expected goals,0.14,2.45,ALL,Match overview
Big chances,0,6,ALL,Match overview
Total shots,5,23,ALL,Match overview
Goalkeeper saves,7,1,ALL,Match overview
Corner kicks,4,10,ALL,Match overview
Fouls,14,14,ALL,Match overview
Passes,656,352,ALL,Match overview
Tackles,18,24,ALL,Match overview
Free kicks,13,14,ALL,Match overview
Yellow cards,3,3,ALL,Match overview
Total shots,5,23,ALL,Shots
Shots on target,1,8,ALL,Shots
Hit woodwork,0,0,ALL,Shots
Shots off target,1,8,ALL,Shots
Blocked shots,3,7,ALL,Shots
Shots inside box,2,14,ALL,Shots
Shots outside box,3,9,ALL,Shots
Big chances scored,0,1,ALL,Attack
Big chances missed,0,5,ALL,Attack
Through balls,0,1,ALL,Attack
Touches in penalty area,21,33,ALL,Attack
Fouled in final third,2,1,ALL,Attack
Offsides,0,1,ALL,Attack
Accurate passes,596,294,ALL,Passes
Throw-ins,13,11,ALL,Passes
Final third entries,45,40,ALL,Passes
Final third phase,112/145 (77%),90/116 (78%),ALL,Passes
Long balls,11/24 (46%),25/48 (52%),ALL,Passes
Crosses,2/14 (14%),5/19 (26%),ALL,Passes
Duels,43%,57%,ALL,Duels
Dispossessed,12,7,ALL,Duels
Ground duels,38/83 (46%),45/83 (54%),ALL,Duels
Aerial duels,4/15 (27%),11/15 (73%),ALL,Duels
Dribbles,7/19 (37%),7/18 (39%),ALL,Duels
Tackles won,67%,63%,ALL,Defending
Total tackles,18,24,ALL,Defending
Interceptions,2,11,ALL,Defending
Recoveries,47,53,ALL,Defending
Clearances,17,23,ALL,Defending
Errors lead to a shot,2,0,ALL,Defending
Total saves,7,1,ALL,Goalkeeping
Goals prevented,0.63,0.02,ALL,Goalkeeping
Big saves,1,0,ALL,Goalkeeping
High claims,1,2,ALL,Goalkeeping
Goal kicks,9,4,ALL,Goalkeeping
Ball possession,58%,42%,1ST,Match overview
Expected goals,0.11,1.54,1ST,Match overview
Big chances,0,5,1ST,Match overview
Total shots,4,12,1ST,Match overview
Goalkeeper saves,4,1,1ST,Match overview
Corner kicks,1,7,1ST,Match overview
Passes,309,221,1ST,Match overview
Tackles,10,10,1ST,Match overview
Free kicks,5,8,1ST,Match overview
Yellow cards,2,0,1ST,Match overview
Total shots,4,12,1ST,Shots
Shots on target,1,4,1ST,Shots
Hit woodwork,0,0,1ST,Shots
Shots off target,1,6,1ST,Shots
Blocked shots,2,2,1ST,Shots
Shots inside box,1,9,1ST,Shots
Shots outside box,3,3,1ST,Shots
Big chances scored,0,0,1ST,Attack
Big chances missed,0,5,1ST,Attack
Through balls,0,1,1ST,Attack
Fouled in final third,0,1,1ST,Attack
Offsides,0,0,1ST,Attack
Accurate passes,285,195,1ST,Passes
Throw-ins,8,5,1ST,Passes
Final third entries,19,25,1ST,Passes
Long balls,7/14 (50%),15/24 (63%),1ST,Passes
Crosses,1/3 (33%),4/14 (29%),1ST,Passes
Duels,37%,63%,1ST,Duels
Dispossessed,3,4,1ST,Duels
Ground duels,16/37 (43%),21/37 (57%),1ST,Duels
Aerial duels,0/6 (0%),6/6 (100%),1ST,Duels
Dribbles,1/8 (13%),3/9 (33%),1ST,Duels
Tackles won,80%,70%,1ST,Defending
Total tackles,10,10,1ST,Defending
Interceptions,1,3,1ST,Defending
Recoveries,22,27,1ST,Defending
Clearances,10,4,1ST,Defending
Total saves,4,1,1ST,Goalkeeping
Goal kicks,5,1,1ST,Goalkeeping
Ball possession,73%,27%,2ND,Match overview
Expected goals,0.04,0.92,2ND,Match overview
Big chances,0,1,2ND,Match overview
Total shots,1,11,2ND,Match overview
Goalkeeper saves,3,0,2ND,Match overview
Corner kicks,3,3,2ND,Match overview
Passes,347,131,2ND,Match overview
Tackles,8,14,2ND,Match overview
Free kicks,8,6,2ND,Match overview
Yellow cards,1,3,2ND,Match overview
Total shots,1,11,2ND,Shots
Shots on target,0,4,2ND,Shots
Hit woodwork,0,0,2ND,Shots
Shots off target,0,2,2ND,Shots
Blocked shots,1,5,2ND,Shots
Shots inside box,1,5,2ND,Shots
Shots outside box,0,6,2ND,Shots
Big chances scored,0,1,2ND,Attack
Big chances missed,0,0,2ND,Attack
Through balls,0,0,2ND,Attack
Fouled in final third,2,0,2ND,Attack
Offsides,0,1,2ND,Attack
Accurate passes,311,99,2ND,Passes
Throw-ins,5,6,2ND,Passes
Final third entries,26,15,2ND,Passes
Long balls,4/10 (40%),10/24 (42%),2ND,Passes
Crosses,1/11 (9%),1/5 (20%),2ND,Passes
Duels,47%,53%,2ND,Duels
Dispossessed,9,3,2ND,Duels
Ground duels,22/46 (48%),24/46 (52%),2ND,Duels
Aerial duels,4/9 (44%),5/9 (56%),2ND,Duels
Dribbles,6/11 (55%),4/9 (44%),2ND,Duels
Tackles won,50%,57%,2ND,Defending
Total tackles,8,14,2ND,Defending
Interceptions,1,8,2ND,Defending
Recoveries,25,26,2ND,Defending
Clearances,7,19,2ND,Defending
Total saves,3,0,2ND,Goalkeeping
Goal kicks,4,3,2ND,Goalkeeping
