x,y
43,61
42,61
39,61
39,74
34,41
30,50
43,63
29,65
43,83
42,83
39,88
34,76
45,54
51,40
39,70
57,49
56,45
56,45
53,64
37,57
2,53
5,57
1,59
12,68
24,94
63,14
38,91
40,91
43,60
44,70
49,72
43,72
43,31
36,31
41,58
37,43
45,65
44,45
14,70
4,60
23,64
24,71
45,82
71,82
71,82
68,85
40,86
53,60
10,66
10,68
50,59
34,72
47,64
90,49
39,68
35,85
30,79
27,73
7,81
52,51
38,62
29,33
10,67
28,83
5,44
29,55
32,95
38,59
10,63
32,78
30,76
47,95
86,66
47,48
42,52
38,59
23,68
21,75
3,57
2,59
10,88
48,57
48,57
58,77
55,71
3,60
13,35
28,71
35,69
34,65
12,60
12,60
30,82
71,46
71,46
56,31
4,58
44,81
3,59
17,48
7,48
12,40
40,77
45,69
43,71
22,81
60,67
85,43
86,42
