x,y
55,47
38,97
64,72
75,74
71,91
54,90
65,60
41,95
84,86
90,69
46,85
79,93
95,88
65,85
63,49
63,49
59,38
39,62
39,53
96,40
97,41
47,96
47,96
87,76
52,58
55,47
65,37
65,37
37,76
56,96
72,82
32,91
76,92
97,69
92,83
91,87
72,85
96,67
75,75
58,94
65,90
65,95
60,85
29,81
56,86
69,74
64,86
39,85
43,93
89,62
89,66
92,59
98,66
96,40
71,25
39,41
35,20
37,23
59,38
54,56
55,65
42,70
9,55
8,56
45,66
46,55
64,18
36,68
83,61
55,69
92,88
73,68
46,45
60,43
59,72
5,76
12,75
75,8
35,28
27,73
26,74
54,31
51,51
51,51
57,100
90,100
