x,y
41,83
26,93
34,84
43,73
90,83
87,87
48,90
51,100
57,82
64,100
65,94
47,80
29,88
30,85
57,63
60,61
99,0
66,46
63,46
67,58
80,74
61,75
40,92
39,85
40,84
53,74
35,75
73,100
67,94
78,96
79,94
52,83
69,70
36,88
30,91
47,97
33,94
58,91
59,89
62,63
58,79
93,71
11,38
35,93
85,93
87,94
18,88
38,84
89,9
77,6
35,86
31,77
74,88
73,82
52,97
3,61
2,60
27,88
2,79
48,82
71,77
38,64
42,38
34,88
99,0
71,31
60,15
61,47
29,79
57,96
57,96
47,79
24,82
34,79
38,84
47,70
43,88
44,63
44,64
99,0
45,12
32,60
71,52
56,92
55,79
82,92
73,93
9,50
4,100
3,93
22,77
22,84
31,86
52,85
57,88
41,66
37,76
99,0
21,8
20,8
44,43
52,92
20,92
19,93
32,87
30,86
43,79
45,77
69,75
79,70
84,68
