x,y
77,14
78,11
61,68
66,22
65,18
63,31
68,31
68,50
67,29
57,34
69,35
53,68
45,57
29,48
51,28
77,45
53,52
47,34
68,24
80,61
70,42
58,58
44,25
45,43
51,24
71,28
47,22
53,36
59,25
99,99
74,80
69,77
56,76
66,36
65,61
72,31
72,29
53,67
73,41
44,31
67,22
73,22
42,44
2,37
66,49
75,7
64,38
13,30
10,29
8,12
70,17
38,39
57,37
55,25
67,62
76,57
64,26
74,35
99,99
36,55
43,69
28,39
16,14
45,83
51,15
45,32
64,47
62,30
70,73
70,73
66,82
73,75
66,66
21,12
33,6
9,68
8,82
42,58
70,53
52,19
20,25
60,44
59,66
71,32
52,42
41,50
58,65
47,84
62,21
53,92
50,83
29,92
59,77
64,81
