x,y
53,28
25,49
26,60
28,35
46,29
43,34
60,22
53,23
17,64
12,18
27,23
46,33
46,38
43,39
40,49
37,49
31,51
10,30
8,11
11,6
31,37
41,12
31,44
14,46
32,34
14,18
11,10
21,21
26,30
43,16
16,28
8,46
5,21
37,26
34,39
34,25
25,11
57,17
42,22
26,45
84,55
84,54
1,28
38,28
31,23
35,19
34,35
43,19
34,24
10,16
30,39
7,47
2,31
8,44
11,16
36,28
45,14
10,17
4,8
35,6
27,6
53,30
38,18
41,24
42,16
27,48
41,19
21,13
47,27
38,35
32,27
34,21
52,40
47,33
47,19
47,19
43,31
42,42
42,42
25,8
41,29
17,16
31,25
23,18
27,29
53,26
37,30
27,5
