x,y
56,72
29,64
21,53
21,60
24,59
60,80
66,91
60,81
62,74
44,66
59,54
65,65
73,78
67,92
68,80
67,84
25,66
66,85
35,35
52,86
54,81
59,66
57,70
45,67
19,51
54,35
32,60
23,69
44,33
44,39
32,33
71,65
20,57
39,69
21,57
16,51
31,33
34,80
61,72
63,84
61,85
57,85
69,80
70,91
64,91
65,84
43,52
33,82
34,90
30,90
52,63
22,12
59,44
51,80
2,39
10,80
83,48
46,46
55,32
58,49
76,47
70,38
75,71
64,74
65,77
70,80
75,86
76,88
68,73
65,66
30,30
60,28
68,9
56,38
52,49
69,25
30,67
8,71
54,61
43,75
20,53
4,77
62,76
60,32
74,60
48,61
99,99
