x,y
28,62
17,66
19,66
17,38
15,46
32,60
27,62
43,48
34,44
15,64
17,57
34,63
28,73
34,70
33,69
19,64
24,59
14,62
11,69
11,69
11,69
28,27
30,40
26,29
16,35
17,43
34,56
11,54
0,79
7,31
12,48
23,55
27,58
54,77
55,78
33,61
8,69
46,82
36,76
36,76
25,67
30,59
33,89
27,86
36,67
41,69
42,47
43,44
38,73
32,47
63,66
45,76
54,66
39,63
31,52
29,59
37,69
36,80
37,67
35,67
11,82
9,81
40,59
54,51
52,46
52,46
34,49
45,58
53,88
32,35
41,81
67,80
62,84
36,70
30,89
52,49
56,67
39,36
87,41
33,60
32,57
26,66
25,51
38,61
39,71
51,71
45,69
12,45
35,73
42,76
35,71
33,58
34,73
63,77
37,82
34,86
24,66
57,71
63,85
72,83
36,85
37,86
53,57
74,87
33,55
30,60
33,61
12,63
