x,y
7,19
6,19
31,5
34,6
8,43
35,5
86,7
68,0
65,4
86,58
59,5
60,14
45,9
49,7
64,9
68,6
54,5
67,5
64,0
63,2
61,4
13,28
14,37
63,8
63,8
64,13
48,2
40,4
56,15
45,9
73,7
38,24
38,24
79,17
69,9
41,10
40,8
15,45
91,65
88,67
63,9
44,8
44,8
45,3
91,21
92,23
65,26
35,8
55,0
56,3
72,0
68,0
21,6
28,6
11,30
9,26
12,31
28,0
73,19
35,93
27,94
58,84
55,94
2,57
3,55
62,70
73,82
72,81
33,90
33,90
76,75
20,100
52,57
18,90
20,86
53,72
65,73
58,74
36,96
32,100
45,79
75,91
90,100
76,94
72,74
74,72
96,71
70,90
83,64
65,60
84,75
91,95
2,41
5,33
18,94
30,92
50,76
61,88
69,85
78,92
