name,home,away,period,groupName
Ball possession,31%,69%,ALL,Match overview
Expected goals,1.42,0.54,ALL,Match overview
Big chances,5,1,ALL,Match overview
Total shots,13,8,ALL,Match overview
Goalkeeper saves,1,3,ALL,Match overview
Corner kicks,2,9,ALL,Match overview
Fouls,12,15,ALL,Match overview
Passes,327,735,ALL,Match overview
Tackles,20,19,ALL,Match overview
Free kicks,15,12,ALL,Match overview
Yellow cards,1,2,ALL,Match overview
Total shots,13,8,ALL,Shots
Shots on target,5,0,ALL,Shots
Hit woodwork,1,0,ALL,Shots
Shots off target,6,6,ALL,Shots
Blocked shots,2,2,ALL,Shots
Shots inside box,8,6,ALL,Shots
Shots outside box,5,2,ALL,Shots
Big chances scored,1,0,ALL,Attack
Big chances missed,4,1,ALL,Attack
Through balls,0,1,ALL,Attack
Touches in penalty area,22,26,ALL,Attack
Fouled in final third,1,1,ALL,Attack
Offsides,2,3,ALL,Attack
Accurate passes,251,664,ALL,Passes
Throw-ins,10,17,ALL,Passes
Final third entries,34,62,ALL,Passes
Final third phase,43/71 (61%),118/147 (80%),ALL,Passes
Long balls,22/52 (42%),17/36 (47%),ALL,Passes
Crosses,2/3 (67%),1/18 (6%),ALL,Passes
Duels,50%,50%,ALL,Duels
Dispossessed,12,9,ALL,Duels
Ground duels,40/80 (50%),40/80 (50%),ALL,Duels
Aerial duels,13/26 (50%),13/26 (50%),ALL,Duels
Dribbles,7/14 (50%),9/20 (45%),ALL,Duels
Tackles won,55%,21%,ALL,Defending
Total tackles,20,19,ALL,Defending
Interceptions,13,7,ALL,Defending
Recoveries,36,39,ALL,Defending
Clearances,32,9,ALL,Defending
Errors lead to a shot,0,3,ALL,Defending
Total saves,1,3,ALL,Goalkeeping
Goals prevented,0.00,-1.17,ALL,Goalkeeping
High claims,1,0,ALL,Goalkeeping
Punches,1,0,ALL,Goalkeeping
Goal kicks,8,7,ALL,Goalkeeping
Ball possession,28%,72%,1ST,Match overview
Expected goals,0.35,0.40,1ST,Match overview
Big chances,1,1,1ST,Match overview
Total shots,4,6,1ST,Match overview
Goalkeeper saves,0,1,1ST,Match overview
Corner kicks,2,3,1ST,Match overview
Passes,143,375,1ST,Match overview
Tackles,11,8,1ST,Match overview
Free kicks,5,5,1ST,Match overview
Yellow cards,0,1,1ST,Match overview
Total shots,4,6,1ST,Shots
Shots on target,2,0,1ST,Shots
Hit woodwork,0,0,1ST,Shots
Shots off target,1,5,1ST,Shots
Blocked shots,1,1,1ST,Shots
Shots inside box,2,4,1ST,Shots
Shots outside box,2,2,1ST,Shots
Big chances scored,1,0,1ST,Attack
Big chances missed,0,1,1ST,Attack
Through balls,0,1,1ST,Attack
Fouled in final third,0,0,1ST,Attack
Offsides,1,2,1ST,Attack
Accurate passes,107,346,1ST,Passes
Throw-ins,5,12,1ST,Passes
Final third entries,15,35,1ST,Passes
Long balls,11/26 (42%),9/19 (47%),1ST,Passes
Crosses,1/1 (100%),1/4 (25%),1ST,Passes
Duels,52%,48%,1ST,Duels
Dispossessed,6,6,1ST,Duels
Ground duels,18/36 (50%),18/36 (50%),1ST,Duels
Aerial duels,6/10 (60%),4/10 (40%),1ST,Duels
Dribbles,2/4 (50%),5/10 (50%),1ST,Duels
Tackles won,36%,38%,1ST,Defending
Total tackles,11,8,1ST,Defending
Interceptions,5,4,1ST,Defending
Recoveries,11,17,1ST,Defending
Clearances,14,7,1ST,Defending
Total saves,0,1,1ST,Goalkeeping
Goal kicks,6,1,1ST,Goalkeeping
Ball possession,33%,67%,2ND,Match overview
Expected goals,1.07,0.14,2ND,Match overview
Big chances,4,0,2ND,Match overview
Total shots,9,2,2ND,Match overview
Goalkeeper saves,1,2,2ND,Match overview
Corner kicks,0,6,2ND,Match overview
Passes,184,360,2ND,Match overview
Tackles,9,11,2ND,Match overview
Free kicks,10,7,2ND,Match overview
Yellow cards,1,1,2ND,Match overview
Total shots,9,2,2ND,Shots
Shots on target,3,0,2ND,Shots
Hit woodwork,1,0,2ND,Shots
Shots off target,5,1,2ND,Shots
Blocked shots,1,1,2ND,Shots
Shots inside box,6,2,2ND,Shots
Shots outside box,3,0,2ND,Shots
Big chances scored,0,0,2ND,Attack
Big chances missed,4,0,2ND,Attack
Through balls,0,0,2ND,Attack
Fouled in final third,1,1,2ND,Attack
Offsides,1,1,2ND,Attack
Accurate passes,144,318,2ND,Passes
Throw-ins,5,5,2ND,Passes
Final third entries,19,27,2ND,Passes
Long balls,11/26 (42%),8/17 (47%),2ND,Passes
Crosses,1/2 (50%),0/14 (0%),2ND,Passes
Duels,48%,52%,2ND,Duels
Dispossessed,6,3,2ND,Duels
Ground duels,22/44 (50%),22/44 (50%),2ND,Duels
Aerial duels,7/16 (44%),9/16 (56%),2ND,Duels
Dribbles,5/10 (50%),4/10 (40%),2ND,Duels
Tackles won,78%,9%,2ND,Defending
Total tackles,9,11,2ND,Defending
Interceptions,8,3,2ND,Defending
Recoveries,25,22,2ND,Defending
Clearances,18,2,2ND,Defending
Total saves,1,2,2ND,Goalkeeping
Goal kicks,2,6,2ND,Goalkeeping
