x,y
27,33
14,9
43,12
30,46
62,9
67,22
63,25
72,28
67,11
72,20
65,39
31,39
66,21
63,22
65,58
43,43
10,7
66,34
75,26
72,30
30,20
71,42
77,28
79,22
76,28
53,39
52,40
73,25
57,28
59,7
57,7
51,43
47,30
29,26
33,23
21,31
30,20
75,23
71,38
71,15
43,70
8,32
8,32
19,28
65,24
70,28
65,37
67,35
35,3
58,30
73,39
92,47
60,50
66,62
43,40
45,40
46,27
69,27
61,66
41,97
46,60
36,14
31,12
58,33
33,10
73,28
49,45
31,17
36,15
28,26
61,34
71,6
72,6
12,34
59,35
73,17
73,28
53,47
68,34
72,29
72,29
29,9
38,22
56,32
37,15
35,18
71,9
69,28
71,17
28,18
24,9
24,6
48,71
57,34
57,11
56,29
56,29
55,41
30,22
30,22
45,10
53,13
66,42
67,37
48,34
90,61
89,60
31,20
35,26
42,7
73,28
95,50
96,48
