x,y
61,74
53,48
67,82
56,87
38,41
34,23
39,86
45,88
57,93
57,89
63,71
75,49
14,54
21,90
18,93
19,95
25,95
46,79
29,67
39,6
31,46
48,70
46,69
44,75
57,90
86,88
61,42
31,67
27,73
45,56
41,74
78,54
76,57
76,60
60,22
58,89
61,90
60,87
41,93
42,92
44,87
46,86
72,88
73,89
43,56
89,95
42,85
61,90
63,64
62,70
13,93
12,93
12,93
13,96
22,23
66,44
35,82
90,63
13,54
75,37
75,60
54,81
10,48
17,95
84,59
55,38
71,47
34,81
78,95
76,86
85,92
78,93
59,39
27,87
22,40
31,50
79,35
4,70
60,83
87,70
60,43
71,51
22,88
23,84
21,96
26,38
24,36
24,36
