x,y
68,0
21,21
54,32
40,20
37,12
37,19
25,18
20,3
69,18
60,19
57,14
48,16
38,34
42,9
32,10
56,14
46,11
46,11
67,13
39,6
9,5
9,5
13,0
53,20
46,16
53,41
69,7
66,13
34,23
41,29
43,20
64,49
45,0
43,5
38,20
31,23
35,7
34,25
33,26
35,31
34,20
57,20
46,28
52,15
44,19
35,15
24,12
26,4
26,0
69,39
46,41
57,31
34,28
33,30
24,7
15,8
34,21
30,4
36,0
25,3
40,0
29,2
2,5
10,7
61,9
52,14
41,25
38,30
36,14
41,11
24,7
26,7
52,14
47,17
45,59
61,46
65,28
65,28
59,20
47,10
51,28
14,11
65,29
71,17
70,24
52,19
62,12
29,4
27,16
39,8
36,30
32,0
41,16
44,36
56,23
67,15
53,35
47,20
35,22
34,22
36,26
59,28
46,0
63,34
62,14
59,17
60,21
75,15
35,20
72,27
72,19
79,0
96,29
