x,y
26,91
38,89
46,89
32,57
34,73
42,78
55,81
96,69
44,89
41,90
45,87
59,92
59,92
66,81
41,80
59,87
54,78
28,54
24,80
44,70
40,82
53,91
80,93
48,64
61,87
62,91
30,47
30,47
37,73
42,100
41,92
38,80
41,83
41,77
44,57
46,57
68,89
67,73
41,72
54,77
56,64
74,71
74,72
75,87
71,81
92,82
65,81
65,67
69,69
35,64
61,82
63,72
59,75
41,96
42,100
68,73
66,75
70,100
65,75
21,91
35,93
68,78
55,81
65,79
57,64
60,76
69,100
72,93
68,95
68,83
64,94
60,100
59,96
77,77
35,82
32,89
37,64
46,32
41,26
36,66
60,63
66,78
63,79
56,83
36,100
58,86
63,68
66,82
72,93
72,93
31,93
32,82
37,84
62,84
25,66
30,63
31,69
19,72
23,75
35,100
55,84
62,88
60,88
60,80
71,69
71,61
72,64
64,83
14,84
25,74
20,89
62,65
74,81
