x,y
40,92
30,59
38,64
36,82
66,91
64,100
83,92
76,100
31,98
31,98
40,95
38,78
17,92
14,94
43,71
38,82
43,80
51,81
60,68
98,71
98,71
66,100
40,97
42,100
35,91
29,95
28,97
43,85
69,66
78,97
31,88
29,93
30,92
5,77
4,74
29,81
46,93
45,93
23,94
13,90
31,94
37,91
63,75
72,100
10,53
9,50
44,70
55,87
47,94
39,75
83,95
70,100
71,88
30,80
30,67
27,72
13,51
40,76
67,75
68,100
68,80
2,68
3,67
46,92
13,95
14,97
11,79
45,83
39,87
15,89
48,53
67,82
92,77
87,90
62,82
78,85
70,81
68,100
78,89
84,51
30,85
46,93
12,91
7,91
13,87
