x,y
49,49
70,38
94,26
99,0
87,17
80,55
8,58
70,50
76,65
74,60
76,55
68,36
74,80
35,87
39,85
39,86
37,82
32,29
23,75
69,92
75,52
8,58
75,90
73,100
64,65
74,23
73,81
79,96
84,96
83,93
81,81
90,87
52,48
27,64
41,63
58,64
74,30
78,23
92,32
99,0
92,9
52,61
94,73
73,45
66,59
92,96
91,100
85,95
84,86
82,87
52,55
50,76
74,72
72,75
69,72
79,85
86,85
88,69
54,66
75,88
68,31
78,36
75,33
85,33
40,73
42,75
38,29
41,96
72,72
61,6
56,8
84,16
71,39
77,70
79,13
33,89
25,24
39,17
47,48
51,22
49,50
80,51
26,46
99,99
99,0
89,83
74,94
72,94
83,76
50,49
63,24
25,73
69,47
77,29
