x,y
60,7
71,18
19,10
4,28
30,0
62,23
76,0
99,0
31,0
69,18
62,25
69,20
68,27
84,35
79,41
31,24
34,10
29,6
99,0
11,0
14,4
53,28
14,68
30,65
34,60
9,30
72,24
50,5
59,5
48,0
45,6
44,25
27,7
45,6
25,9
25,8
52,9
63,25
94,25
73,17
71,7
56,25
54,21
68,31
66,17
66,14
63,12
69,32
10,33
54,19
88,13
28,40
54,11
42,9
57,30
23,28
26,12
19,18
8,38
45,5
42,6
73,10
64,9
68,3
67,0
80,14
24,11
24,10
22,5
23,4
23,4
74,7
75,8
67,20
55,15
53,11
26,51
10,5
39,0
29,5
32,4
36,6
23,36
23,36
53,3
64,15
37,0
38,14
22,0
21,33
23,31
76,4
38,3
68,0
79,16
59,10
70,17
97,15
96,18
31,13
34,11
65,30
24,8
29,13
40,14
37,7
87,0
73,2
60,53
43,10
