x,y
44,69
41,35
45,33
70,39
5,31
5,26
54,45
33,25
56,41
59,38
57,35
57,33
61,22
61,22
35,39
41,22
34,19
29,25
43,31
18,24
10,49
5,64
10,54
9,52
19,35
23,30
53,12
28,58
7,60
2,39
42,27
55,11
61,3
57,0
43,8
42,10
39,16
34,30
14,18
36,6
35,7
40,22
33,18
47,31
47,30
56,35
46,24
62,34
56,33
62,41
66,42
38,48
66,43
44,29
44,34
4,41
24,34
44,28
40,31
38,30
62,29
60,27
48,7
56,9
41,25
40,27
31,25
58,24
52,24
53,17
47,15
96,48
94,45
35,24
36,22
10,53
22,7
8,45
9,44
5,44
0,36
42,9
43,16
54,26
7,48
2,36
41,13
41,13
63,17
62,16
62,16
29,27
41,21
43,17
19,40
30,17
7,17
69,4
21,42
34,23
7,13
6,58
3,35
2,42
52,25
