x,y
32,51
32,25
30,54
33,55
37,39
28,41
56,7
54,33
40,37
55,64
46,66
43,30
24,46
29,4
51,63
42,43
43,81
27,61
42,80
32,63
34,38
52,32
21,13
22,61
36,70
11,81
27,16
26,15
15,14
45,32
34,16
25,52
31,49
31,32
29,52
25,41
38,35
36,40
34,47
24,47
25,49
28,50
20,84
27,40
33,50
54,82
47,51
63,1
63,1
39,44
53,44
59,36
66,53
53,44
21,26
39,26
59,15
61,15
38,14
26,26
31,38
30,68
53,29
34,6
26,5
37,43
33,29
15,26
18,26
28,23
30,50
8,22
21,33
27,32
37,26
51,59
42,43
21,20
7,23
4,20
29,36
35,15
37,55
29,79
29,79
20,41
34,45
23,65
23,62
27,34
38,46
63,34
10,33
23,32
43,44
75,11
55,18
27,68
3,40
28,35
42,28
62,44
28,49
18,49
24,19
