x,y
34,54
73,66
65,68
83,69
87,73
81,82
37,91
31,80
31,79
36,72
72,65
73,66
25,72
25,72
28,31
27,31
26,83
21,94
43,83
53,82
53,85
25,38
33,95
32,94
44,53
74,64
94,69
36,61
43,47
15,86
56,83
72,24
49,61
54,88
67,55
99,99
76,100
73,91
70,89
68,21
59,10
49,9
85,19
93,30
26,67
31,88
31,91
33,87
59,73
63,66
68,61
70,46
97,40
81,63
92,83
84,83
70,89
77,69
75,63
69,59
78,62
37,64
88,15
80,23
36,54
37,63
39,86
28,79
12,95
3,74
3,74
68,73
45,67
14,59
42,92
67,91
87,59
99,99
98,61
99,99
53,76
63,77
22,84
37,75
40,86
14,58
55,71
