x,y
25,93
18,95
25,92
26,67
33,90
65,82
65,93
40,55
64,87
66,67
65,66
61,70
33,95
20,92
55,93
59,89
49,44
24,94
54,89
56,100
42,81
28,92
59,81
80,100
62,20
60,37
61,69
67,60
55,42
58,41
56,78
30,87
52,75
56,73
56,55
59,31
52,48
73,64
76,67
49,79
54,81
59,72
62,68
44,75
61,68
70,67
71,86
30,100
33,98
51,79
53,80
57,83
64,90
71,73
82,93
56,71
58,7
53,50
53,50
8,0
99,0
87,11
87,11
38,24
68,56
42,30
41,14
65,6
75,8
84,10
93,17
94,24
71,5
81,34
78,6
12,9
18,9
33,20
38,23
41,18
89,20
28,7
66,25
71,44
80,0
80,7
33,26
68,25
65,20
87,31
92,19
