x,y
73,11
73,13
55,33
53,16
60,16
17,17
19,17
78,19
81,4
38,27
28,15
25,17
33,12
32,18
38,18
31,25
17,15
43,25
19,28
19,31
63,27
42,29
34,30
25,8
26,17
32,26
55,4
43,18
39,24
62,15
41,26
38,32
26,7
46,45
15,27
26,16
30,20
26,28
24,29
18,5
13,5
40,21
42,22
29,25
47,35
41,10
41,10
23,28
77,25
59,2
43,22
26,4
48,35
29,20
14,21
13,22
20,21
48,21
37,27
4,29
35,0
26,6
39,4
64,48
46,7
23,0
37,0
27,4
28,0
28,18
71,4
15,0
25,10
21,38
5,23
6,18
6,18
58,0
71,12
80,11
71,11
90,54
28,21
88,24
89,8
40,5
43,6
45,29
65,15
