x,y
24,64
20,60
21,64
15,25
53,47
51,30
47,11
39,10
31,23
24,35
53,19
10,45
45,17
47,31
31,23
41,35
41,35
46,26
53,19
32,51
37,45
35,23
26,30
29,73
29,73
47,45
45,46
57,25
58,27
49,40
40,35
63,25
86,4
58,16
17,32
38,34
31,46
38,44
74,31
43,18
54,12
55,23
77,29
65,14
53,18
53,18
28,40
9,47
42,50
44,32
45,54
42,2
47,43
44,35
43,52
37,50
34,64
49,7
42,23
18,32
23,34
17,9
56,12
36,36
28,9
62,50
54,48
34,33
26,38
26,45
11,32
19,36
11,11
12,28
31,14
21,78
28,80
36,68
7,39
35,24
58,16
31,38
65,5
63,8
36,23
57,31
10,55
12,57
14,53
68,20
62,7
63,17
13,46
14,44
53,10
42,71
27,56
45,42
45,29
64,25
54,54
64,40
