x,y
55,37
25,25
3,9
2,8
70,36
47,42
40,32
65,61
65,61
13,50
14,52
34,44
39,23
56,37
46,30
56,62
64,61
22,49
33,33
52,44
66,61
54,56
88,2
47,34
43,37
45,28
69,38
65,38
12,33
31,33
62,40
67,35
63,44
62,43
55,20
33,60
26,4
9,79
23,92
37,50
69,62
72,50
55,7
39,31
71,32
64,5
45,55
37,8
65,30
65,31
67,49
59,22
68,53
56,54
61,63
74,51
90,52
52,43
32,12
69,57
68,26
55,72
53,68
43,32
34,53
69,72
27,74
29,16
57,68
60,69
75,43
37,34
32,91
32,91
59,25
25,94
19,83
43,70
64,83
64,72
72,80
27,96
42,73
14,16
7,24
66,93
68,86
68,83
55,100
