x,y
20,24
39,35
11,23
92,49
33,32
36,32
42,23
38,11
35,22
35,32
66,13
57,21
53,7
53,6
46,6
49,6
43,10
39,16
88,24
90,21
32,9
45,11
51,28
69,48
66,35
66,35
66,32
33,21
91,6
95,8
37,24
41,8
44,29
76,27
60,31
60,32
31,40
33,38
62,50
38,23
32,27
31,6
31,4
43,29
36,30
5,51
15,25
14,47
63,28
63,35
59,34
62,40
65,40
57,26
45,35
36,33
9,37
66,39
68,37
45,35
56,36
58,37
62,18
39,36
45,36
23,32
34,39
56,35
88,52
87,53
55,18
67,35
25,10
26,10
69,19
72,39
92,0
6,66
5,71
26,70
23,57
27,17
52,25
56,14
56,17
75,29
30,34
