x,y
39,100
89,92
26,98
25,100
30,94
57,100
57,96
93,100
92,96
32,94
34,87
34,87
65,67
77,76
63,91
67,96
40,93
71,82
62,100
60,98
83,91
65,74
73,59
72,57
59,84
75,69
66,75
34,70
25,71
56,51
37,68
34,88
34,77
13,64
13,62
22,79
25,100
24,89
17,92
36,92
62,88
58,83
84,91
78,100
75,93
39,75
35,73
64,85
26,88
69,75
89,48
89,49
96,42
31,90
5,92
9,91
14,90
53,65
38,92
55,93
80,88
41,96
42,77
36,86
31,85
5,93
5,66
26,97
55,85
53,87
56,85
47,83
19,90
20,83
80,77
47,79
39,83
71,78
50,90
64,87
65,88
54,85
46,88
48,84
99,0
34,48
31,46
32,45
59,82
35,85
87,84
11,68
99,0
10,67
