x,y
26,5
58,51
39,56
44,24
35,49
25,40
32,37
17,14
63,62
38,73
46,64
32,48
56,60
52,23
9,57
60,15
56,4
55,4
61,72
41,29
63,49
10,76
10,76
60,10
30,41
53,42
66,44
91,34
61,22
66,31
68,47
66,41
60,36
41,26
39,19
10,67
10,90
8,86
23,83
54,57
53,37
43,50
60,87
29,49
28,55
28,55
44,69
81,9
81,13
64,68
61,67
34,38
54,57
55,48
64,25
54,67
64,82
63,78
71,68
41,23
41,18
41,18
61,8
64,6
39,64
29,25
24,28
18,39
18,43
18,39
33,23
41,26
38,28
38,28
32,39
8,52
38,22
85,9
84,10
44,39
39,48
66,72
46,17
57,12
50,4
52,6
48,6
47,33
38,7
39,6
39,6
76,31
73,25
66,73
63,12
54,19
73,69
71,80
