x,y
46,18
54,24
12,23
10,30
11,20
32,48
29,46
3,14
36,18
46,55
37,43
27,22
27,54
6,48
57,6
57,4
22,8
48,54
10,61
3,41
7,29
8,7
2,24
40,66
60,63
49,10
21,8
23,69
28,57
12,4
21,20
36,31
48,22
28,61
25,64
27,68
45,10
37,35
92,87
94,87
94,87
28,23
31,27
27,30
14,46
25,31
25,31
27,27
6,40
26,31
20,3
20,3
14,12
35,37
31,31
31,39
29,34
35,25
33,30
48,26
74,13
54,36
18,27
17,24
13,30
36,39
53,0
27,29
62,26
65,11
23,28
23,30
47,29
68,12
65,16
64,12
91,67
32,18
31,28
40,24
27,45
21,45
21,47
27,35
26,31
35,23
34,24
37,29
22,9
44,10
29,36
36,32
40,28
38,30
36,27
8,35
14,22
10,18
2,40
36,21
26,31
12,29
54,23
69,34
78,26
55,8
38,23
