x,y
72,84
78,92
53,84
40,96
64,74
64,74
13,100
5,56
0,35
59,93
45,90
14,54
24,75
24,75
64,91
72,95
60,80
66,98
59,91
99,0
99,0
76,28
14,93
64,52
13,85
23,95
31,92
32,89
31,96
37,100
37,96
6,92
3,92
17,76
12,93
12,93
32,100
32,98
33,93
36,96
34,96
43,91
49,93
2,42
0,38
68,95
65,68
79,100
37,96
39,97
39,97
55,95
44,96
8,56
0,57
2,59
88,83
89,83
28,94
21,94
21,94
25,100
29,74
31,74
41,61
36,51
25,97
40,92
64,80
59,93
55,89
56,80
46,84
52,96
32,65
99,0
39,81
38,85
80,100
73,90
72,71
80,100
69,97
74,82
54,87
65,91
73,88
46,94
54,95
22,100
19,97
13,63
64,89
38,86
57,92
64,95
30,77
29,71
29,71
57,87
55,92
54,93
25,93
25,93
10,86
15,91
52,72
56,84
71,47
