x,y
15,53
29,92
35,96
49,76
42,89
39,88
44,100
99,0
100,64
58,73
46,64
13,90
28,89
67,100
30,84
41,84
6,63
2,72
10,82
2,88
18,94
25,90
23,66
24,66
99,0
68,7
99,0
40,86
60,91
56,90
45,84
24,91
44,84
46,90
44,92
41,85
11,93
20,91
27,95
20,100
23,100
14,85
17,92
30,87
99,0
47,97
56,95
84,93
42,86
42,93
42,92
60,87
69,67
21,5
42,68
67,94
60,92
56,87
65,79
99,0
77,4
47,26
60,68
27,94
32,93
33,100
56,26
75,92
72,91
36,100
61,90
52,90
44,88
24,70
51,85
53,95
61,93
53,90
34,93
21,84
56,92
84,59
38,67
99,0
24,72
28,82
31,89
10,95
14,63
