x,y
3,76
2,82
60,92
61,90
37,92
67,73
21,73
32,95
22,87
26,89
29,73
32,83
31,86
64,79
37,100
59,61
62,67
28,74
60,93
56,90
42,93
38,90
15,63
37,79
47,91
61,79
68,81
47,69
59,82
72,83
31,96
33,87
57,81
61,76
86,64
31,86
20,82
9,95
25,100
27,89
56,81
30,90
76,100
79,95
45,65
52,58
65,100
47,89
62,87
64,88
63,79
73,85
47,100
68,82
79,70
55,64
26,87
29,84
21,86
20,61
45,67
37,66
36,64
75,39
75,71
81,72
77,56
80,52
97,69
78,67
33,62
47,64
68,55
85,57
40,85
16,100
30,77
73,89
70,92
90,100
89,100
49,84
86,75
88,75
