name,home,away,period,groupName
Ball possession,77%,23%,ALL,Match overview
Expected goals,1.22,0.09,ALL,Match overview
Big chances,1,0,ALL,Match overview
Total shots,13,2,ALL,Match overview
Goalkeeper saves,0,5,ALL,Match overview
Corner kicks,8,2,ALL,Match overview
Fouls,6,9,ALL,Match overview
Passes,684,209,ALL,Match overview
Tackles,18,29,ALL,Match overview
Free kicks,9,6,ALL,Match overview
Yellow cards,0,3,ALL,Match overview
Total shots,13,2,ALL,Shots
Shots on target,5,0,ALL,Shots
Hit woodwork,0,0,ALL,Shots
Shots off target,3,0,ALL,Shots
Blocked shots,5,2,ALL,Shots
Shots inside box,11,1,ALL,Shots
Shots outside box,2,1,ALL,Shots
Big chances missed,1,0,ALL,Attack
Touches in penalty area,49,8,ALL,Attack
Fouled in final third,2,0,ALL,Attack
Offsides,5,3,ALL,Attack
Accurate passes,631,149,ALL,Passes
Throw-ins,23,17,ALL,Passes
Final third entries,79,38,ALL,Passes
Final third phase,214/253 (85%),25/55 (45%),ALL,Passes
Long balls,19/33 (58%),13/48 (27%),ALL,Passes
Crosses,7/28 (25%),1/8 (13%),ALL,Passes
Duels,50%,50%,ALL,Duels
Dispossessed,16,11,ALL,Duels
Ground duels,39/83 (47%),44/83 (53%),ALL,Duels
Aerial duels,15/24 (63%),9/24 (38%),ALL,Duels
Dribbles,13/26 (50%),10/17 (59%),ALL,Duels
Tackles won,56%,69%,ALL,Defending
Total tackles,18,29,ALL,Defending
Interceptions,0,7,ALL,Defending
Recoveries,54,52,ALL,Defending
Clearances,7,39,ALL,Defending
Total saves,0,5,ALL,Goalkeeping
Goals prevented,0.00,1.81,ALL,Goalkeeping
Big saves,0,2,ALL,Goalkeeping
High claims,1,3,ALL,Goalkeeping
Punches,0,2,ALL,Goalkeeping
Goal kicks,1,6,ALL,Goalkeeping
Ball possession,73%,27%,1ST,Match overview
Expected goals,0.66,0.09,1ST,Match overview
Big chances,1,0,1ST,Match overview
Total shots,7,1,1ST,Match overview
Goalkeeper saves,0,2,1ST,Match overview
Corner kicks,5,1,1ST,Match overview
Passes,336,121,1ST,Match overview
Tackles,9,11,1ST,Match overview
Free kicks,3,1,1ST,Match overview
Yellow cards,0,0,1ST,Match overview
Total shots,7,1,1ST,Shots
Shots on target,2,0,1ST,Shots
Hit woodwork,0,0,1ST,Shots
Shots off target,2,0,1ST,Shots
Blocked shots,3,1,1ST,Shots
Shots inside box,5,1,1ST,Shots
Shots outside box,2,0,1ST,Shots
Big chances missed,1,0,1ST,Attack
Fouled in final third,1,0,1ST,Attack
Offsides,2,1,1ST,Attack
Accurate passes,310,91,1ST,Passes
Throw-ins,10,10,1ST,Passes
Final third entries,32,18,1ST,Passes
Long balls,6/16 (38%),6/21 (29%),1ST,Passes
Crosses,1/13 (8%),0/4 (0%),1ST,Passes
Duels,61%,39%,1ST,Duels
Dispossessed,6,5,1ST,Duels
Ground duels,16/29 (55%),13/29 (45%),1ST,Duels
Aerial duels,7/9 (78%),2/9 (22%),1ST,Duels
Dribbles,4/9 (44%),1/5 (20%),1ST,Duels
Tackles won,44%,64%,1ST,Defending
Total tackles,9,11,1ST,Defending
Interceptions,0,4,1ST,Defending
Recoveries,22,21,1ST,Defending
Clearances,5,16,1ST,Defending
Total saves,0,2,1ST,Goalkeeping
Goal kicks,1,4,1ST,Goalkeeping
Ball possession,80%,20%,2ND,Match overview
Expected goals,0.56,0.00,2ND,Match overview
Big chances,0,0,2ND,Match overview
Total shots,6,1,2ND,Match overview
Goalkeeper saves,0,3,2ND,Match overview
Corner kicks,3,1,2ND,Match overview
Passes,348,88,2ND,Match overview
Tackles,9,18,2ND,Match overview
Free kicks,6,5,2ND,Match overview
Yellow cards,0,3,2ND,Match overview
Total shots,6,1,2ND,Shots
Shots on target,3,0,2ND,Shots
Hit woodwork,0,0,2ND,Shots
Shots off target,1,0,2ND,Shots
Blocked shots,2,1,2ND,Shots
Shots inside box,6,0,2ND,Shots
Shots outside box,0,1,2ND,Shots
Big chances missed,0,0,2ND,Attack
Fouled in final third,1,0,2ND,Attack
Offsides,3,2,2ND,Attack
Accurate passes,321,58,2ND,Passes
Throw-ins,13,7,2ND,Passes
Final third entries,47,20,2ND,Passes
Long balls,13/17 (76%),7/27 (26%),2ND,Passes
Crosses,6/15 (40%),1/4 (25%),2ND,Passes
Duels,45%,55%,2ND,Duels
Dispossessed,10,6,2ND,Duels
Ground duels,23/54 (43%),31/54 (57%),2ND,Duels
Aerial duels,8/15 (53%),7/15 (47%),2ND,Duels
Dribbles,9/17 (53%),9/12 (75%),2ND,Duels
Tackles won,67%,72%,2ND,Defending
Total tackles,9,18,2ND,Defending
Interceptions,0,3,2ND,Defending
Recoveries,32,31,2ND,Defending
Clearances,2,23,2ND,Defending
Total saves,0,3,2ND,Goalkeeping
Goal kicks,0,2,2ND,Goalkeeping
