Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating
12437052,Home,Bernd Leno,G,1,190,Germany,699667200,False,45,38,6.6
12437052,Home,Kenny Tete,D,2,180,Netherlands,813196800,False,39,36,7.7
12437052,Home,Joachim Andersen,D,5,190,Denmark,833500800,False,96,76,6.7
12437052,Home,Calvin Bassey,D,3,185,Nigeria,946598400,False,71,61,7.1
12437052,Home,Antonee Robinson,D,33,183,USA,870998400,False,77,68,7.9
12437052,Home,Andreas Pereira,M,18,177,Brazil,820454400,False,35,31,7.1
12437052,Home,Sander Berge,M,16,195,Norway,887414400,False,73,67,7.7
12437052,Home,Alex Iwobi,M,17,183,Nigeria,831081600,False,50,42,7.7
12437052,Home,Emile Smith Rowe,M,32,182,England,964742400,False,63,61,7.8
12437052,Home,Reiss Nelson,F,19,175,England,944784000,False,46,43,7.5
12437052,Home,Raúl Jiménez,F,7,189,Mexico,673401600,False,14,11,6.7
12437052,Home,Adama Traoré,F,11,178,Spain,822528000,True,5,5,7.3
12437052,Home,Timothy Castagne,D,21,185,Belgium,818121600,True,12,11,6.9
12437052,Home,Rodrigo Muniz,F,9,184,Brazil,988934400,True,1,1,6.4
12437052,Home,Harry Wilson,M,8,173,Wales,858988800,True,7,5,9.1
12437052,Home,Tom Cairney,M,10,185,Scotland,664329600,True,9,9,6.8
12437052,Home,Steven Benda,G,23,192,Germany,907200000,True,Unknown,Unknown,Unknown
12437052,Home,Issa Diop,D,31,194,France,852768000,True,Unknown,Unknown,Unknown
12437052,Home,Ryan Sessegnon,M,30,178,England,958608000,True,Unknown,Unknown,Unknown
12437052,Home,Harrison Reed,M,6,176,England,791164800,True,Unknown,Unknown,Unknown
12437052,Away,Mark Flekken,G,1,194,Netherlands,739929600,False,48,29,8.6
12437052,Away,Mads Roerslev,D,5,184,Denmark,930182400,False,29,24,6.8
12437052,Away,Nathan Collins,D,22,193,Ireland,988588800,False,46,31,7
12437052,Away,Ethan Pinnock,D,5,194,Jamaica,738633600,False,33,24,7.1
12437052,Away,Sepp van den Berg,D,4,192,Netherlands,1008806400,False,21,14,6.8
12437052,Away,Christian Nørgaard,M,6,185,Denmark,763257600,False,29,21,7.3
12437052,Away,Vitaly Janelt,M,27,184,Germany,894758400,False,26,21,7.5
12437052,Away,Bryan Mbeumo,F,19,173,Cameroon,933984000,False,16,11,6.5
12437052,Away,Mikkel Damsgaard,M,24,180,Denmark,962582400,False,28,18,6.4
12437052,Away,Keane Lewis-Potter,F,23,170,England,982800000,False,8,6,6.8
12437052,Away,Yoane Wissa,F,11,176,DR Congo,841708800,False,18,12,6.6
12437052,Away,Mathias Jensen,M,8,180,Denmark,820454400,True,3,3,6.3
12437052,Away,Kevin Schade,F,7,183,Germany,1006819200,True,6,6,6.2
12437052,Away,Fabio Carvalho,F,14,170,Portugal,1030665600,True,5,4,5.9
12437052,Away,Ben Mee,D,16,180,England,622339200,True,2,Unknown,6.5
12437052,Away,Yehor Yarmolyuk,M,18,180,Ukraine,1078099200,True,3,3,Unknown
12437052,Away,Hákon Rafn Valdimarsson,G,12,195,Iceland,1002931200,True,Unknown,Unknown,Unknown
12437052,Away,Edmond-Paris Maghoma,M,32,178,England,989280000,True,Unknown,Unknown,Unknown
12437052,Away,Yunus Konak,M,26,181,Türkiye,1136851200,True,Unknown,Unknown,Unknown
12437052,Away,Jayden Meghoma,M,3,176,England,1151452800,True,Unknown,Unknown,Unknown
